Comments,Ratings
"The suite that we had was very spacious, there's plenty of room for the three of us. The bed was really comfortable. The highlight of our stay was the pool at the skypark. Towel are always ready for you and you can even order some cocktaill while sitting on the poolside. The overall experience is really great. I might come back if i ever get back to Singapore.",5
"If you're the kinds who eyes luxury hotels during your stay in Singapore, you should highly consider Marina Bay Sands as one of your top choices. Stands true to being a 5 star hotel, amazing breakfast spread, spacious rooms, quick room service, good food! Their infinity pool on the 57th floor deserves a special mention .. you should hit the pool 2 hrs before sunset & hang around till around 7:30-8pm. Its mostly full & finding a good seat can be task..  The casino is also good .. they have a connected mall inside for luxury brand shopping..   Make sure you look up for a good room in advance.. one with their garden facing view..",5
"We had a very nice room on the 51st floor overlooking the city. The bed was lovely and comfortable with good quality linen. The bathroom was very dangerous when wet! I did the splits coming out of the shower so ended up putting the towels on the floor so we didn't slip over. My real bug bear was the tea/coffe situation... 2 cheap sachets of instant coffee and 1 of each different flavoured tea bags, bizzare choices for a 5star hotel but worse was the expectation that it is acceptable to put coffee mate in tea! Why was there no fresh milk supplied? Very disappointed after all our room only cost $750 for 1 night!! Unfortunately our view was very hazy due to the illegal Sumatra fires and we had a very quick swim in the fantastic infinity pool but our eyes were smarting and we were…",3
"In truth we only stayed here initially to get access to the skylark, and the infinity pool in particular. I suppose it didn't disappoint, but the pool area was consistently busy even late at night as people were getting night shots from the pool. However, I have to say thanks to the hotel staff who upgraded the room for us, to make our last night on honeymoon special. The view from the room was amazing, with a view across the marina. We didn't have breakfast included, what there are coffee shops across the road in the Shoppes centre. There are also food court outlets there, if you didn't want tho eat in the high end restaurants.",4
"Well this hotel was amazing ! Me and my friends only stayed here one night but will definitely be returning here. The hotel is rather large so you do feel quite small in comparison to all the people staying there. The hotel is easily reached by the MRT , you have to walk through a hall of designer malls to get to the hotel. Reception isn't clearly marked out. The room we were put in was fantastic , looking straight onto the gardens.   The room was amazing , so big and even had usb chargers. Only thing I didn't appreciate is that the bathroom didn't have a lock. We were on the 40th floor. I believe there are 57 rooms in total   We ordered room service and they were quick to deliver and the food was amazing.  ***the infinity pool**** absolutely makes this hotel, it is unreal. A…",4
Such a wonderful property and service . Enjoyed each and every moment in our stay . Unfortunately TV was not working as the cable was not properly plugged . Have seen some staff accessing the FOH elevators while their at duty . But we loved the place and meals . Wanna come back again . Such a nice property on earth. ,5
"Cost is $23 per per and they try to sell you a tacky photo for $50 but the view is outstanding even with the haze from other parts of Asia that is currently covering Singapore.   56 storeys up, what a view.   Perhaps next time stay here and try the infinity pool",4
"Along with the Burj Al Arab this is a hotel ""wonder of the world"" and a must try even if just for one night to expereince the iconic roof top pool.. that's what it's all about. A Vegas style hotel with shopping mall in the basement all pretty good value too! ",4
"Everything about it is so professional and high classed, but still an extremely fun experience. There will be a lot of business goers but mainly just fun adults enjoying their time. Everything from Gardens By the By through to Marina Bay Sands, and then to the Shoppes is so well maintained and clean it is a completely different world. With great views day and night, a fun pool where no one actually goes there to swim (more for photography), this hotel is filled with buzzing and excited guests, experiencing a rare but uncontrollable bubbly feeling right at the peak of Singapore's most famous piece of architecture.   Everything from service staff to sleep quality is tops.  One thing is that dining options are limited to high class and expensive foods which are quite good, however,…",5
"what a fantastic hotel. efficient staff, great rooms, brilliant location. amazing views. will defiantly stay here again when i return to this amazing city. great tube links to the hotel as well and shopping on your doorstep.",4
"Stayed here with my wife and 2 young daughters 4/5yrs old.   Positives: ------------- Nice sized room on 1576, with fold out sofa, girls loved it. Complementary access to sky bar and pool on level 57. Nice and close to the general lobby and small lift transfer to get to the 22nd floor to transfer lifts to 57th floor.   They greeted us well on arrival, although it would have been nice to check in between12-3pm, but we had to wait to 3pm.  Check out time however is 12pm, making up for late checkin time.  Breakfast in the first restaurant downstairs was good value ~$40 per head and from memory our two girls are free and as many barista coffee as you could drink.   Most of the restaurants in the mall seem to charge back to the hotel room.  Good view.   Negatives: --------------  We…",3
Stayed here for two nights and were given a balcony room overlooking the gardens by the bay. We were a group of four and the room was amazing - very spacious. When planning this trip I was expecting that we would all be put into one small room however our room was huge and had two bathrooms including a bath and make up table. We also had a balcony which was also really big and a huge sitting area where we could look over the gardens. The view from the top is amazing however the pool can be slightly crowded at times - but in saying that we were always able to get a banana chair quite easily.,5
"The hotel and staff were excellent. We booked for premier room but when they found it was our anniversary they upgraded our room to orchid suite room with a great city view plus a complimentary anniversary cake! THANK YOU!  The hotel property was modern & beautiful. The infinity swimming pool on top of the hotel building was amazing and the view was spectacular. The buffet breakfast at Rise was superb with many selection of food. The location of the hotel was convenient, very close to the mall, restaurants and local attractions. Thank you MBS for making our wedding anniversary a memorable experience!",5
"Upon arrival, it was first class, check in was seamless. My companion and I were waiting to check in, a customer service officer took us over to the VIP check in. I asked could we have a nice room with a view, (we booked a standard room) not expecting to be upgraded to a suite. Our room was (city side) 53rd level, Tower 3.  The room was huge, the view was amazing, although the view would be good from either level. The Sky deck was totally unbelievable.  Location was very good, link to the MTR, ample shopping. Everything was first class. The Sky deck was outstanding.  Will be returning in the near future.",5
"The hotel is massive and has a big multi level shopping mall connected to it. The rooms are very comfortable and spacious. The highlight is the roof top terrace and pool, stunning location and views. This is an expensive hotel so one would expect the best service and quality. Mostly this is the case but there are a few issues. We received turn down service only once out of four nights, we had to ask for the room to be serviced after being out all day with the service request light on. Some areas are dirty and mouldy, not what you would expect from such a prestigious hotel. Some of the seats in the breakfast restaurant are very stained, they look terrible. Overall the experience was very good but there can be a lot of improvement, considering the cost.",4
Marina Bay is a great place in Singepore with the beautiful Marina Bay Sands hotel. You can go to the top floor for free to have a great view of Singepore. You can pay entrance to use their pool and enjoy the sunset with a cocktail while swimming.,5
"Wonderful hotel with very comfortable rooms and stunning architecture. Beautifully designed building but it loses a star for having no heart, no management giving you a feeling of being a special guest, no lounge area, no comfy sofas in the lobby to sit and  enjoy a cup of tea or a gin and tonic and watch people go by. The main bar is separated from the lobby on a mezzanine level. I found myself going straight up to my room instead.  We enjoyed our stay overall but have felt more welcome in other grander hotels.  Good points   Room comfort Amazing bathroom with masses of counter top space and a huge walk in shower.  Balcony to dry your wet clothes (it rains, there's a pool and we were there for a week) Quick room service Excellent breakfast in room Plenty of lifts (you need to…",4
"Magnificent view over the city skyline from the rooms and especially from the famous infinity pool on the roof which manages to be comfy and cool at the same time. Staff was very attentive, friendly and competent.",5
"If you are looking for a good quality hotel, Marina Bay has it all.  Easy access via tube/train/taxis. With so many interesting places to look at around the Bay you will want to stay longer than planned!",5
"Very good hotel,Good spacious rooms,excellent rooftop pool and Night club is there at the top floor which is quiet good. Hotel and city view from top floor looks really beautiful at night. Must see & stay property in singapore.",5
this is the hotel where everyone wish to stay just for a night. this hotel is the heart of singapore. it has in build metro station. it has a pool on the roof top and an observation deck on 57th floor. ,5
"Family stayed for one night in two rooms.  Rooms were both spacious, with nice bathroom amenities.  One room had an ordinary view overlooking the shopping centre, while the other had a fantastic view of the Gardens by Bay. It would be worth asking for a room with a view of at the Gardens - it was spectacular at night. Check-in counter was huge and well staffed, making check-in quick and efficient. Horizon pool was awesome, even though unfortunately during our stay thick smoke was blanketing the city because of fires in Indonesia. We ate in the shopping centre that adjoins the hotel, which was good and more reasonably priced.",5
"This is an enormous hotel! - And unfortunately they are poorly equipped at the check in  desks to cater for such crowds of people. We arrived late in the evening (it was quiet at this time) but we still had to queue for 20 mins to check in. Once checked in no-one offered to help with taking our bags to the room. Basic information was not relayed to us either - once we got to our room we had to phone down to ask where is breakfast served? What time is breakfast?   Rooms face either the bay or the city.  We went for a bay view room, which had stunning views across the ""Gardens by the Bay."" The room itself was average - a decent size - but it had a faint mildew whiff to it.  The best thing about this Hotel is the Rooftop Pool! It has stunning views across the city. Due to the music…",3
"The rooms are spacious & the amenities are in good condition. Nice view of the city skyline especially during the night. At day time, hotel guests can travel to the top floor to take a peek of the 360 view of Singapore CBD if you move 1 floor higher than where the infinity swimming pool is located. Overall a modern & luxury stay.",5
"Hotel location: 20-25 min can ride from the Changi airport and located in Marina south. Taxi fare will be around 25 dollars.  Hotel access : there are three towers and all are easily accessible, if you don't know which tower you are in ( unless it's stated in your booking) it's a short stroll to each towers.  Hotel staff : excellent staff, upon arrival greeted with a warm smile and all the staff around the hotel were very pleasant. Pool bar staff was very busy and they did their best to get the menu orders as quickly as possible.  Check in process : when we arrive it was a very busy time in the hotel and even though we waited for a little while, reception was quick enough to get us in to a room.   Hotel room : we stayed at premier room with city views (see photos) on the 43rd…",5
3 of us only stayed for a night and booked a family room with consist of a queen bed and 2 x single beds. Quite pricey as expected but the entry to the infinity pool made it worth while. The view from the pool deck especially at night is unreal.,5
"We had a room in Tower Three on 50th floor. Great views over the bay front gardens. The room facilities were excellent and the room a good size for a city centre location but the room lacked character and for me, overall, the hotel felt like an impersonal cash generating machine! We were there at a very busy time because of the Grand Prix and the room rate was very expensive. I would say that generally services in the hotel worked ok but like a machine, no personal touches.  The breakfast selection however, was excellent. Although the exterior of the hotel is very modern and exciting our room was very classic. Could have been in any good hotel anywhere in the world. Somewhat surprisingly there were no real touch of luxury but the bed was very comfortable. One major concern for…",4
"LOVED, LOVED LOVED this hotel. Saying the pool is spectacular is an understatement and although it is very busy I still feel it is worth the experience. Great location for shopping and walking to nearby attractions like the cloud forest. Wouldn't hesitate to go back!",5
"Stayed here for two nights with my boyfriend in one of the premier rooms. When you stay in a 5 star hotel you always expect a lot, and I'm usually disappointed, but not here. You pay for luxury and you get luxury!   Our room was amazing. HUGE bathroom with large free standing bath and spacious shower. The coffee in the room was really good, but the mini bar was super expensive (14 dollars for a can of tiger?!) so we bought our own from 7/11! The view over the gardens was lovely. We were on the 44th floor and had no complaints what so ever.   The pool is amazing, obviously one highlight of staying here. It wasn't overtly packed like a lot of people have mentioned, and there were plenty of times where we were the only people in one section of the pool (it was the F1 weekend so I…",5
Wonderful rooftop pool. Nice room with balcony. Modern hotel.Close to all amenities. Walking distance to great attractions. Great walk around Marina Bay. Lacks some of the old world charm and magic that some other established hotels possess.,5
"Great hotel and location. Very pricey area but that is expected since we were there during Grand Prix weekend. My only complaint is that the pool was way too busy with people putting towels down on chairs even though not being anywhere near the pool. Other then that, this hotel is great. I suggest getting a room on the 34th floor or higher to avoid having to change elevators to get to the pool.",5
"This is a 5 star gig, but felt like a 2-star guest. A really impersonal experience: the rooms are good, clean, fresh - everything you would come to expect from a big name hotel. But was just not feeling it, for my first ever staycation in Singapore. Had a couple of teething problems: the headboard light wouldn't switch off, and no engineer came to fix. The cleaning staff do not speak English, so difficult to communicate with them. We got locked out of our room, despite the late check out. The 'spectacular' pool (which it is) was ruined by drunken revellers from C'est La Vie - 'bombing' across the barriers with wine glasses in hand. Terrifying to watch. There were small kids were in the no-kids zone (not policed). A really average experience, also marred by the extraneous…",2
"Being working in Hospitality industry,that too in a luxury product ,i wanted to give my family an same level of experience which till a certain extent they did had at the Marina Bay Sands Hotel- Singapore. From the time we were dropped at the entrance we were welcomed by the most smiling face bell boys who helped us to deliver the bag to our assigned room. The reception at the lobby three was absolutely hassle free. The checking process was as smooth and professionally handled by the staff and especially i would like to recommend Mr Bryan Cheong the duty manager, what an gentleman, Must say a true asset for the institution. Mr Cheong made our checkin so smooth and made us feel welcoming. The lobby was busy with guest going around and it was an absolute positive atmosphere. The…",5
"I attended a confetence at Marina Bay. The place is clean and busy, I saw a lot of people also on same activity as me, but different conference. The decorations are spectacular.",5
"We want to say very very thank you to Geraldine! We stayed just one night to celebrate our wedding anniversary and Geraldine made it all the more special. The hotel is unique in its kind, the infinity pool is less crowded in the early morning and at lunchtime. Thank you for the great experience.",5
This place is unique in that Marina Bay Sands has a high end Mall an amazing hotel with a swimming pool on the 57th floor. Excellent plants and so on.,5
"This is the new icon / landmark for Singapore and a great location. The hotel is stunning as a view and even more so when you head in. There is plenty for everyone to do and enjoy, from the gardens, to the pool and restaurants.",4
"This is a great place to visit even quickly if you have a 5 hour layover at the airport. There are shuttles that will run you there or taxis. It's very convenient and well worth it. Go to the top to have a drink and look around. Drinks are expensive of course, but go for the sangria pitcher and share with your friends. Beautiful views, and afterward you can go to the tree forest just below connected by bridge. Two great tourist attractions in a few hours. Well worth it!",5
"stayed at the 52nd floor presidential suite , a luxurious and sprawling one with a wide view of the city skyline and river. the iconic hotel has a museum ,mall , casino , and the skypool.",5
"This was a bit of a treat. We had 3 nights in a club room. Huge room with everything we needed including a comfy sofa to sit on and a beautiful bath. If we did want to let fresh air in (not that the air feels that fresh in Singapore!) the huge balcony doors did the trick. We were on level 6 which did mean that there was quite a bit of road noise but the bed was so comfy the noise soon retreated into the distance. Loved being able to go up to level 55 for our included breakfast, afternoon tea and cocktail hour. The staff were lovely, remembered our names and coffee order!",5
"Nice room,nice service,nice view,nice pool, It's perfection!!!(also nice price,but its worth it after all) Located at the center of downtown,u can reach it absolutely easily. Hope i can be there again w/ my husband for our honeymoon next year ;P",5
"It was always a dream to one day stay at Marina Bay Sands and we weren't disappointed at all, the rooms are amazing from the wow moment of walking in your room the first time to having your blinds automatically open to show he amazing views, to the size of the rooms and how luxury they are. This resort is amazing, the skypool is unbelievable an experience I will never forget. We stayed on the 39th floor with a city/bay view and it was WOW my only disadvantage I would say about the location is everything around you is so expensive in regards to shopping and restaurants. We will be back for sure. ",5
Stay in the Club Room or above and everything about this place is exceptional. This was a 'take off the bucket list experience' and we were in an Orchid Suite. It is now back on the 'bucket list' and we WILL be going back.,5
"My wife and I went to this F&B outlet with friends. It is located on the higher floors of the Marina Bay sands building and as such has fantastic views of the Singapore sky line plus also the bay with the assortment of ships. The food items are cheese and chocolate plus high quality coffee, so its not place you go for dinner and expecting a steak! What it is a amazing place to catch up with good friends, admire the views and enjoy a great arrangement of cheese, followed up by an assortment of chocolate that even had my chocolate fanatic wife in a frenzy!     Highly recommended as a must do to anyone visiting Singapore!",5
We preferred to stay at this hotel as a honeymoon couple because of the famous infinity pool. Hotel is clean and view from rooms is great but: 1) pool is really really crowded - not peaceful as in pictures. We did not swim. 2) we felt like entering a business centre not a hotel. Nothing is personal does not feel like a hotel. 3) check out time is 11am even with late check out it is 12.,3
"Stayed here for a week. 47th floor, tower 2. Great view over looking the city and the bay. Rooms are well presented, and offer everything you'll need....5 star. Hotel seemed to be very busy and full and yet every staff member encountered are friendly, helpful and very professional.  Highly recommend staying here. ",5
"This hotel has become as iconic for Singapore as Raffles, but it couldn't be more different.  This is ultimate glitz.  The staff are great, friendly and helpful, but the sheer volume of the place works against them.  We stayed in a club room with a view of the Marina Bay and city.  It could not be more spectacular, worth the visit all by itself even if nothing else worked.  But for the most part, it all does work, just not as slick as it could be.  An exception is the Club Lounge.  It's been moved down from the roof to make way for a new restaurant.  The offerings throughout the day are wonderful, and the staff makes it something special.  However, it is set up more as a restaurant, and not so much as a lounge.",4
"Our room was amazing! The moment we walked through the door, the curtains automatically opened and showed us our amazing view on the Gardens by the Bay. The room was large and the bed was nice. The Infinity Pool met my expectations but around 7PM it was freezing cold, but less crowded than in the afternoon. You also have a great view on the city lights of Singapore. The gym at the 55th is also worth the visit; lots of good equipments but I expected it to be bigger. Overall, anyone that visits the MBS, should stay at least one night.",5
"The hotel, the pool, the views, everything is amazing. I would recommend to add the extra for a club or grand club room because the breakfast on the 57th floor, plus the afternoon tea and evening cocktail hour are a great investment.",5
"Stayed here for two nights in September.  Rooms get four out of five and the pool gets five out of five.  Service in the bars and restaurants is also great. However general guest services is really poor. For example when we stayed there was an issue when my guest account was blocked. Apparently we had been enjoying ourselves too much and the hotel wanted a down payment for the account to be made in person at front desk.  First time that has happened in a life time of travelling, and nobody seemed to deal with my follow up complaint on this.  If you visit Singapore, stay one night for the pool access as this is for guests only but stay elsewhere for a better experience. ",3
"The room was beautiful but the overall service and experience was less than acceptable. For a premium hotel, there needs to be some serious work done on training staff in the essential skills of customer service. I would be unlikely to stay here again or recommend to anyone",2
"This is a hotel complex that has it all under one roof - hotel, good restaurants, casino...(I'm not a fan of the type of crowds this draws in).  So you either love it of hate, this ain't no romenantic boutique or historical hotel,  if you know what I mean.    But worth a visit once.  My biggest gripe is that you cant reserve the city view rooms.  Their room types are mixed city and container port views, so its a 50/50 change you get the right view. Same price...only decided at check in.  maybe thats changed now, but you better check to avoid dissapointment.  Pool now well known and now a destination for tourists!  Yes its worth a dip in the night when its quieter and all the day trippers have left...",4
"When visiting Singapore you must stay here! The infinity pool on the 57th floor is amaaazing and the only way to swim there will be staying at the hotel!  The food market, the shops, the rooms, the casino, everything will make your visit to Singapore a memorable one! Friendly staff and luxury 5 star service.",5
Its really comfortable and hospitable as it offers a luxorious touch to its hotel rooms . The hotel lobby is exquisite and really spacious to accomodate for all of the tourists. The food is top of the class and also offers a variety of cuisines to choose from. Would stay again next year if possible !! ,5
"We stayed in this hotel for 3 days after a cruise. On approaching we were in awe it looked spectacular. Stepping inside it is absolutely huge.  Check in took quite a long time but the staff were very pleasant.  We had 3 rooms between our party.The rooms were huge and were very well appointed. They even had electric curtains which automatically opened and closed with your door key. We were on a high floor and had spectacular views over the gardens and the city. The city views give you the chance to watch the light show from your room.  We didn't use the hotel restaurants as we thought they were overly expensive, but beware you are in an expensive part of town.  We couldn't wait to use the hotel pool but unfortunately were left a little deflated. It is extremely busy and people…",4
"Its expensive, don't get me wrong....around $20 USD, but TOTALLY worth it.  If you get up there at the right time, they do a light and sound show of the ""botanical gardens"" below that is great to watch.  Just go up for the view....trust me.",4
"We stayed at MBS for 2 nights recently and it was absolutely amazing! From the smooth check-in process, (where they were kind enough to let us check in early as we had 2 young children with us) to the sensational service from all staff (certainly not understaffed at this hotel!) to the breathtaking infinity pool on the rooftop, and the restaurants. We can't fault one thing. The rooms are very spacious and beautiful, the views are priceless and the service across the whole hotel is impeccable. We had breakfast at the Rise restaurant on the ground floor, which was a buffet, there was heaaaaaps to choose from, the only thing that wasn't amazing was the coffee? The following day we had breakfast at the rooftop restaurant Sky on 57, that was sensational! it was a semi-buffet and we…",5
"We stayed on floor 42, the first thing i remember is the electric curtains opening to the amazing view of Singapore bay. I have been up and stayed in many skyscrapers around the world, but this is the closest you get to that utopian idea of architecture. It does totally shut you off to the rest of the world, mainly because it takes so long to get out of there especially if you go through the mall, but also of course the sky garden. We had the largest selection of food at a buffet I have ever had, and the quality was incredible considering the choice.",5
"The hotel looks great, very clean and comfortable, nice personnel, willing to help you at every moment, the room is very modern, bathroom great and  the infinity pool is the cherry from the top. I wish I can come back here as soon as I can, there are still plenty of things to do here that I didn't get the chance.",5
"Airport pick up,in room check-in,room nice,hotel PERFECT location  to many restaurants,shopping,museums,all walking distance to hotel !!!! But the very best thing was gorgeous rooftop pool !!! Xxxxxxxx xxxxxxxx.    Xxx.",5
"Staying at the MBS was an amazing experience. From the relaxing rooftop infinity pool, to the 5 star quality room, 10/10 service it was an experience I will never forget.  There is nothing that could have made my stay at the MBS any more enjoyable. I will definitely be coming back!",5
"This place was chosen purely for the pool but this was probably the biggest disappointment. Sure it is pretty spectacular, engineering wise. But unless you like feeling like you are packed into a sardine can good luck swimming. Room was nice, bathroom huge. Shopping amazing (if you are a millionaire) but I think I'd rather stay at a more boutique style hotel than something so commercialised. If you are a drinker, which I'm not (cough cough) many restaurants with many different cocktails to drink through. All in all a lovely place but I'm sure singapore has more to offer.",4
Arrival 1040pm. No doorman or bellman available to welcome or assist with luggage at porte corchere taxi drop off.  Had to pull open the heavy doors to get in. Lobby was packed.  Check in was fast. The ladies at check in desk were abrupt and rude to guests making enquiry about checking out and taxi booking to airport.  I was taken aback.   Room Overall comfortable. Balcony was stained and not clean... there were some dried leaves on the floor.  Air cond was making noise but quickly fixed after making a call to the service desk. Lady at service desk and the engineer who fixed the air cond were very nice.  Special mention to the daily housekeeping agent. Good job!  Breakfast  Plenty of choices. Staff were very attentive  and able to provide personalized service on the very next…,3
"The outlook of hotel is one of the icon of Singapore. However, the rooms are very ordinary. No effort has been put in to properly maintain the rooms. It is more like a business bed & breakfast hotel. You do not feel relaxed and on vacation while staying there unless you only need a bed after your business meetings or after spending a long time in the casino. The plus side is that it is very accessible to town and there are many malls nearby.",3
"We stayed here at MBS for my husbands birthday , the rooms are spacious , breakfast is wonderful. But Like everyone is aware the highligt is the swimming pool. The only negative I found was the lobby area as you do not expect a crowded common passage for a 5 star accomodation. One time recommended",4
"I was lucky to spend a week here for business. The hotel is great, rooms are spacious and offer fantastic views over the Singapore skyline or the gardens and ocean, both amazing. The highlight of the hotel is the infinity pool on the roof, you're way up, swimming and relaxing with the Singapore skyline as a background - jawdropping, really. Great gym with same view as well with superstaff.",5
"We stayed in the orchid suite for 2 nights. Great view from the room over gardens by the bay and the sea. The room looks good but is lacking on certain basics such as a place to plug in the hairdryer where you will be able see the mirror for styling purposes and sufficient hangers. In addition, for the amount charged per night, I wish the hotel could have at least given me a pillow case in good order. The one I had had several holes in it. Time to change the bed linen?   A note to mothers who are breastfeeding and may need to express and store your milk - you will have to pay for rental of a mini-fridge. The cost is nominal at $10. The in room mini-fridge can't be emptied as it will auto-charge the items removed to your room bill.  The service is business-like and lacks warmth…",3
"I had a room on the 49th floor city view. The view was of course breathtaking, the room was very big with two doublesize beds. The infinity pool on floor 57 as well as the bar and the exploration deck were the pick of the vacation.",5
"The main attraction is the infinity pool at the top of the hotel. It looks like a waterfall in 200m height with the city skyline as view. It has extreme opening hours from 6am to 11pm everyday. The view is stunning on the day and in the night. There is a towel concierge for new towels all the time. The pool is 150m long and there is an adult section without kids. There is additional a warm whirlpool. When I was staying there, there it was not crowded and there were no waiting times and very friendly staff. The prices of the drinks (served to your seat) are typical for such hotels (20SP$ for a coctail).  Beside the pool, there is free a gym with great view which even opens at 5am (and closes at 11pm) with hot pool, sauna and hamman.   My room was large with a great city view and…",5
"1-star only is a harsh judgment. But the point is to attract your attention. View is magnificent and service is near perfect (we had a Club formula: waiters are just super good). These are the only good points. For the rest: it's a touristic industry. A Disney land (you'd pay 500€/night). Charmless international hotel. Getting a bit old anyway already due to intensive use I guess. You hear your neighboors receiving SMS, spitting and pissing. Swimming pool is like a lunapark. I'd rather say selfie-swimming pool. Impossible to find a couple of seats due to over-affluence. In fact we didn't even get in. Not fun to fight for a spot. You present your access card for the lift, the access to the pool, the food, well... Disneyland. Almost 3k rooms. It had to be an industry. we could…",1
We got in early and was just planning to leave our bags but the front desk guy cheerfully announced that a room was ready for us. That set the tone for our stay in this magnificent hotel. My only issue is the buffet breakfast. It was kinda chaotic out there which is not aligned to our overall experience of the hotel.,4
Nice place. Nice room. Awesome swimming pool... I loved it... I will be back.. Promise. It s the best of Singapore i ever know. This trip is unbelievable.. And for the breakfast is really good. Many kinds of food. I hope this comment can give a reason for you to visit Marina Bay Sands.,5
"What a hotel! Stayed in a club room on the 47th floor Tower 2 with a view over the Gardens by the Bay . Beautiful room - huge bathroom with separate shower and separate  toilet room- magnificent big bath. The bed and linen were heaven to sleep in.  Club room provided full American breakfast, delicious afternoon tea and drinks in the evening (2 hours of drinks and nibbles so no need for dinner)  The infinity pool is great very crowded but there is an adults only section for those that don't like having ankle biters splashing around them. Good bar service at the pool but expensive. As a hotel guest you receive access to the Sky walk which gives expansive views over Singapore. You also receive a discount at the Art science museum. A short walk through the hotel to the Gardens by…",5
"We loved our stay and our room was wonderful apart from the toilet getting blocked! But it was fixed straight away. We stayed on the 42nd floor with views of Gardens by the Bay from our balcony, stunning. Breakfast was included daily at The Rise restaurant which was an amazing buffet. We also treated ourselves to dinner there on a Tuesday which was Seafood night and had enormous oysters which my husband- an oyster fan said were the best he tasted. A stay at Marina Bay Sands is a holiday in itself with a casino and the most fabulous shopping malls! The staff at the hotel are so friendly and ready to assist when needed. You also get access to the Sky Infinity Pool- breathtaking! Go on treat yourselves!",5
"One of the must visit hotel in Singapore. The hotel fully lived up to its brand and repetition. We were on a family holiday trip there and booked a Club Room with a Kings size bed. We have 2 small children and the reception upon confirming our number of guest upgraded us to the executive floor where she said they can arrange an soft bed for the children. We were absolutely delighted! Overall the hotel service are great at lobby and on Club floor. The view is magnificent on both side wether you are looking at city view or garden view at the Garden by the Bay. The world famous infinity pool is a must visit, if on a clear day, the view is absolutely fantastic! Food in restaurant and Club floor very good selection. Only the free tea buffet for Club floor member is a bit…",5
"We had Breath taking views of the sky gardens from our room on the 4th floor,  the hotel was obviously very nice and clean, u dnt even need to go out when ur staying here..  The place has everything, the hotel is connected with a very beautiful mall called the Shoppes at Marina Bay Sands. Also connected to the hotel, is an amazing theatre and a museum. And then there's the Skypark observation deck.    So do request a higher floor. And it should all be great",4
"Staying at Marina Bay Sands Hotel is one my dreams which has come true and I believe that is of other visitors worldwide. The hotel provides you with what you wish when stay in a hotel. Around the hotels you could also find all things, from shopping center to culinary sites as well as amusement and casino. When you are to come to Singapore, I bet you should try to stay at MBS.",5
"Marina Bay Sands is adjacent to world class  Marina Bay Gardens. The hotel with roof top pool overlooking the high rise of Singapore, is 3 towers of luxury. Large rooms overlook either the city or bay, huge reception/restaurant mall to luxuriate in air conditioned luxury, gorgeous roof top infinity pool. Marina Bay Sands has a walkway direct to the Gardens where there is a platform to view the nightly light show. No taxis needed.",5
"Stayed with friends for 3 days 2 nights. Fantastic view and service by staff. The infinity pool, obviously is one that stands out as a plus for the stay. Shouldn't miss it. Pricey, but well worth it. If one is looking for indulgence and aome self pampering, this place, is perfect for it.",5
"We recently stayed here when we were lucky enough to have a holiday in Singapore (my first time!!). The lifts and hallways were looking a bit banged around but I guess that's to be expected as the occupancy rate is very high indeed. The service we received was second-to-none from the moment we arrived (door held open by and business card given by one the very lovely door man on duty), checked in (we were early but received a text as soon as our room was ready), asked for information at the concierge desk and checked out. The room was very nicely appointed and I loved the way the curtains opened to reveal the amazing view when we put our door key into the slot. We had chosen a room with a garden view which was cheaper than the city view but I would thoroughly recommend doing that…",4
"This is definitely a luxury hotel. It has everything in it from the fabulous rooms, fitness center, spa, restaurants, shops, casino, park, sky bar and my favorite infinity pool. This is a hotel like no other. It has reasonable price if you compare it to other hotels in Singapore. You will get a great view of the city day and night. It is very accessible to wherever you wanna go in Singapore. I love the 8pm light show of the hotel that is best viewed from one Fullerton side. The infinity pool will make you feel that you're on top of everything even if the building isn't the tallest in the city. I like the fact that the water isn't very deep for Asian like me. The room is spacious with a great view of the botanical garden. The bed is nothing but comfy. Looking forward to my next…",5
"Have a very pleasant stay. Friendly,helpful and poise front office staff. Clean and elegantly setup room. The Infinity Pool meets the expectation though the air quality in the Casino can be further improved. Will definitely recommend and return for stay in future.",5
Superb views from this new iconic hotel - go to bar for a drink - restaurant extremely expensive - £300 for 2 courses for 2 adults and 2 kids and not particularly nice,4
"The hotel is a masterpeice of architecture and technology , especially the Sky Park & the Infinity Pool at 56th floor .  I would suggest a better organization especially in the reception department especially during check-in & out which looks very chaotic and very rushed without that care and that warm welcome typical of 5-star luxury  Instead the front desk staff seemed very cold and inaccurate in giving all directions of a hotel so big Also there were renovations going on Sky Park which made it very uncomfortable being in the pool",4
"i have tried at least 6 different types of rooms ranging from the very basic to the likes of the Orchid Suite. The pool, although situated at 57th flr may seemingly be breath taking is perpetually packed. many occasions I couldnt even get a place to get a tan. The staff performance overall has dropped. unless you are planning to splurge at the casino or the shoppes at the bay, there are other alternatives and definitely not so costly.",4
My wife and I stayed here for two nights in August. What a nice hotel and the Infinity Pool is amazing!!! The Skypark views over Singapore are wonderful! Although our room was on a low level (2nd Floor) and only had views of palm trees. All the staff are very helpful and friendly and the hotel is a sight to be seen inside and out.......,5
"Could not recommend this hotel more, from check in with Cheryl V who immediately acknowledged it was our honeymoon and upgraded us comp to a Suite  which was out of this world with views of the Singapore skyline on one side and the gardens by the bay on the other side, The room was very nice and bathroom huge. Everyone was very polite and helpful, the swimming pool was incredible and location not too bad as well, mall attached, mrt attached, taxis easy to come by and relatively cheap, bars in reach and restaurants plentyful",5
